...1,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
40,RPL24,5383.97881877272,0.398815559884437,0.0360065298979037,11.0762009284226,1.6367092118285699e-28,8.179049774531649e-26
61,NAA80,184.175687633056,0.78893810814045,0.077473162966828,10.1833728987966,2.35262520678344e-24,7.88977932051947e-22
127,RACK1,15541.3112217197,0.353313942880382,0.0394532320712869,8.95525979321514,3.3893655774725195e-19,5.45954737152404e-17
160,FST,434.74670389521,2.24392339014234,0.261144194806071,8.59266043347699,8.49783926434435e-18,1.0865018614418301e-15
236,ATG16L2,511.729318015261,1.11522961385477,0.138780115371852,8.0359467267093,9.2859086726406e-16,8.04923024221223e-14
243,MOSPD2,616.400904955742,0.598143599887383,0.0752291747807013,7.95095256103787,1.8508281582574702e-15,1.5581231124885998e-13
248,RPS29,2980.9590617783,0.405294960838685,0.0510845269929087,7.93381058211514,2.12522156481226e-15,1.7530507077163e-13
290,ZP3,70.2633414635579,1.47774733389363,0.191686340821079,7.70919475828988,1.26614067714685e-14,8.931530976687309e-13
302,SAT2,569.451457649807,0.593762923113823,0.0774325160318784,7.66813418369842,1.7451626907830102e-14,1.18126920969342e-12
311,N4BP3,152.650750448489,1.24451370726352,0.163871756477798,7.59443685728804,3.09133842800415e-14,2.03342476597045e-12
396,CBX7,275.413651173451,0.653868632667152,0.0903953284538753,7.23343389366401,4.709317370843329e-13,2.4327905418015697e-11
420,CBLC,412.369993162444,0.63661705024493,0.0889419771876284,7.15766694619289,8.20616256524673e-13,3.9969873237441e-11
422,RPS28,2907.89623735047,0.28627173493455,0.0400614668195894,7.14581261399465,8.94650357700834e-13,4.3369342103047294e-11
438,MFNG,396.520368880104,1.02586275974233,0.144594359656145,7.0947633239768,1.2957303903741699e-12,6.05749317446335e-11
442,RPL37A,6886.28059161458,0.500400030403121,0.0707336541038554,7.07442640625358,1.5006818062136598e-12,6.94557640491241e-11
452,CHCHD6,307.683759688505,0.540566991377924,0.0767563846006202,7.04263227340121,1.88641609259536e-12,8.537702213766229e-11
498,ZNF354A,324.640487239405,0.541597368887249,0.0789809476523911,6.85731666921639,7.01659814817434e-12,2.88475485988099e-10
524,UBALD1,461.549060142165,0.348694094748709,0.0516413396701409,6.75222790454301,1.45591935175209e-11,5.68392026312836e-10
532,RPL35A,5570.923397099,0.37302929371863,0.0553687831965003,6.73717701894898,1.61493390889181e-11,6.209906574097711e-10
538,RPL26,2527.60300436715,0.535583189734358,0.0797832807574738,6.71297525809236,1.9069545899129397e-11,7.25103532450724e-10
563,RPS15A,1810.7018982831,0.510506848783892,0.0766700545992158,6.65849074260491,2.7665371129585097e-11,1.00524066997855e-9
576,ZIC2,289.354999204615,0.805173580830372,0.122435927080739,6.57628524590994,4.823468145585969e-11,1.7130848585807702e-9
581,SLC25A35,242.93276618945,0.600307993596371,0.0917852569196788,6.54035314322538,6.137373763934619e-11,2.16096824593478e-9
599,RPL32,6371.46692949596,0.432295040449008,0.0664491614017472,6.50565080626648,7.735773375659089e-11,2.64191512430481e-9
647,FAM50A,943.803435868242,0.460061357704677,0.0718316493339955,6.40471661127438,1.50648933068798e-10,4.76325382347513e-9
662,RPL36,4379.42453888742,0.371435543600172,0.0583554959232787,6.36504818823759,1.95228433223208e-10,6.03291247499572e-9
667,CCDC146,163.66606462939,0.688190946943083,0.108276981631572,6.35583793132274,2.07293493830295e-10,6.348208088752011e-9
705,RPL18A,3816.37317497961,0.349493290471774,0.0557851596381704,6.26498683052323,3.72856917797603e-10,1.0819197116859e-8
726,RPL39,320.01869345022,0.437338868429943,0.0701921905740391,6.2305915352312,4.6467722483089103e-10,1.30935289095944e-8
789,RPL14,5545.58795844545,0.249475469537938,0.0409403552177707,6.09363226603491,1.10377055208028e-9,2.86182942761804e-8
847,FOXD2-AS1,121.099467167312,0.831114470269737,0.139827962915563,5.94383593195603,2.7842828679315302e-9,6.72468413568775e-8
857,HCFC1R1,670.915962019282,0.418694253306825,0.0708199788104593,5.9120923267628704,3.3778909801422503e-9,8.06318737231856e-8
863,ECI1,915.860768939267,0.389326156964875,0.0659898983875158,5.89978415603272,3.6397741276286404e-9,8.62790953984925e-8
897,BTN3A2,484.007857870176,0.422885549386075,0.0724358941229665,5.8380662585346,5.2810156814992605e-9,1.20438949605831e-7
907,LIN7C,947.124632338237,0.237971432356964,0.0409257663800788,5.81470925057129,6.07393637290114e-9,1.36995056648775e-7
910,WDR13,901.209154797484,0.300179951283924,0.051717698489972,5.80420165723594,6.4673403344802705e-9,1.45387232112597e-7
911,GBP2,421.04037830821,0.818741010244136,0.141109783356988,5.80215624151895,6.546751443834761e-9,1.47010860907275e-7
920,PARM1,240.393520077612,0.731434853315633,0.1264611891298,5.7838682235139,7.3002136727162e-9,1.62326599024734e-7
960,SCML1,575.051711166408,0.413988951917661,0.0722943774020635,5.72643360098769,1.02563878246665e-8,2.18557214301253e-7
1004,RPL29,4206.55422323669,0.371222846043844,0.0655170990725954,5.6660452202335,1.46130974715892e-8,2.97452870623183e-7
1044,NDUFAF3,466.046029542497,0.400797601001228,0.0714025598735513,5.61321053070101,1.98606714996303e-8,3.89166433781549e-7
1047,EXOC1,534.610215110469,0.257700878342227,0.045941945635695,5.60927219725766,2.03179245753885e-8,3.96985466130586e-7
1053,ARHGEF28,277.811083774274,0.489927596263914,0.0875299236742059,5.59725835118362,2.1776807401747e-8,4.22664278005254e-7
1055,SNRNP35,248.100722431078,0.403991129472447,0.0721798577926994,5.59700644787511,2.18084599625082e-8,4.2287740801235e-7
