"","variable","var_label","var_type","reference_row","row_type","header_row","N_obs","N_event","N","coefficients_type","coefficients_label","label","term","var_class","var_nlevels","contrasts","contrasts_type","n_obs","n_ind","n_event","exposure","estimate","std.error","statistic","nevent","ci","conf.low","conf.high","p.value"
"1","Row_mode == ""high""","Row_mode == ""high""","dichotomous",NA,"label",TRUE,145,27,145,"prop_hazard","HR","Row_mode == ""high""",NA,"logical",2,"contr.treatment","treatment",NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA
"2","Row_mode == ""high""","Row_mode == ""high""","dichotomous",TRUE,"level",FALSE,145,27,145,"prop_hazard","HR","FALSE","Row_mode == ""high""FALSE","logical",2,"contr.treatment","treatment",70,70,1,268.832306639288,NA,NA,NA,27,"—",NA,NA,NA
"3","Row_mode == ""high""","Row_mode == ""high""","dichotomous",FALSE,"level",FALSE,145,27,145,"prop_hazard","HR","TRUE","Row_mode == ""high""TRUE","logical",2,"contr.treatment","treatment",75,75,26,186.776180698152,35.2309654643997,1.02300323817439,3.48183198612725,27,"4.74,  262",4.74397738067267,261.641409297303,0.000497996047395922
