...1,gene_name,baseMean.MDA24h10w_24h,log2FoldChange.MDA24h10w_24h,lfcSE.MDA24h10w_24h,stat.MDA24h10w_24h,pvalue.MDA24h10w_24h,padj.MDA24h10w_24h,baseMean.MDA24h10w_10w,log2FoldChange.MDA24h10w_10w,lfcSE.MDA24h10w_10w,stat.MDA24h10w_10w,pvalue.MDA24h10w_10w,padj.MDA24h10w_10w
40,ABCB8,1565.42990605478,-0.692260749627176,0.137113172668178,-5.04882744783749,4.44530015468869e-7,6.40834737747711e-6,1565.42990605478,-0.675554362126686,0.158768214472918,-4.25497234675976,2.09074853024639e-5,1.415672882896e-4
64,ABHD12,2985.60062986696,-0.417942429771992,0.085782347621827,-4.87212627491263,1.10403564384913e-6,1.40953591790054e-5,2985.60062986696,-0.275917567546717,0.0996359402848359,-2.76925742616502,0.00561842241081969,0.0190393329908855
129,ACKR3,137.216066483488,-1.27367770631112,0.298410215715905,-4.26821080255407,1.9704707428683e-5,1.7534219052619e-4,137.216066483488,-1.36909536553933,0.362315485673009,-3.77873819827549,1.576250325849e-4,8.5218239473939e-4
403,AHNAK2,7133.11647823591,-0.553215163713615,0.125078977613554,-4.42292681207259,9.73727338265692e-6,9.44808970192267e-5,7133.11647823591,-0.959779299696386,0.144551414239213,-6.63970881743211,3.1430343619434195e-11,6.59418078300667e-10
478,ALDH16A1,1064.50053834037,-0.426006276093724,0.12127929282451,-3.51260521208803,4.4373627788095e-4,0.00255534374267185,1064.50053834037,-0.395122636224317,0.136954560362323,-2.88506374069613,0.00391334420531072,0.0139753471758099
501,ALG1,662.167732617784,-0.914104900625404,0.14418216279893,-6.33993056339551,2.29868738636627e-10,8.82975189539564e-9,662.167732617784,-0.897177931066927,0.166565836030416,-5.38632622660445,7.1912389123807e-8,8.40029495145581e-7
552,AMDHD2,328.993241481424,-1.01524114121653,0.166397566132101,-6.10129802265581,1.0521052874329801e-9,3.36293870575149e-8,328.993241481424,-0.829635037300063,0.186430937382585,-4.45009314949442,8.58330526025192e-6,6.37707529922533e-5
582,ANAPC4,1055.73231749053,-0.330281628116326,0.139704989061425,-2.36413624406148,0.0180721650414879,0.0545553867294012,1055.73231749053,-0.434931594876324,0.161999988688711,-2.68476311879293,0.00725812277898663,0.0237169411724115
602,ANKEF1,292.192382186224,-0.563542547445317,0.182503216663924,-3.08784994449205,0.00201610243827,0.00904284244601954,292.192382186224,-0.808099091044102,0.219842642274253,-3.67580685295803,2.3709886145288e-4,0.00122061756766164
783,APOBR,11.2043126958488,-2.52846929727903,0.659516465361131,-3.8338228536789,1.2616701740139e-4,8.6831152123745e-4,11.2043126958488,-1.76099031833515,0.669731983803659,-2.62939558050345,0.00855367962364099,0.0273194181790313
