...1,gene_name,baseMean.FaDu,log2FoldChange.FaDu,lfcSE.FaDu,stat.FaDu,pvalue.FaDu,padj.FaDu,baseMean.HCT116,log2FoldChange.HCT116,lfcSE.HCT116,stat.HCT116,pvalue.HCT116,padj.HCT116,baseMean.SiHa,log2FoldChange.SiHa,lfcSE.SiHa,stat.SiHa,pvalue.SiHa,padj.SiHa
64,ABCF2,563.464361574151,-0.241606473078016,0.0922380200053154,-2.61938052295673,0.00880896241668779,0.0285602186407369,563.464361574151,-0.239589765382337,0.0915407625606674,-2.61730139317501,0.00886280473408464,0.0311366031616927,563.464361574151,-0.719996661077465,0.0944750902953415,-7.6210211477614,2.51676703275563e-14,5.92380761362174e-13
94,ABLIM1,1173.94536470321,-1.71197258227203,0.12400483436141,-13.80569226263,2.3549927851760996e-43,8.964843187221449e-41,1173.94536470321,-1.40235989261932,0.0930729435227426,-15.0673207437202,2.65670238766484e-51,1.1086534572524899e-48,1173.94536470321,-1.40635643199192,0.0971852099304829,-14.4708894799723,1.8506337576424302e-47,4.37396173779176e-45
209,ACTR2,4857.37290390734,-0.151878584708246,0.0537415734900952,-2.82609114033921,0.00471198550303072,0.0166926113986589,4857.37290390734,-0.120924738654834,0.0548485213317848,-2.20470371340272,0.0274748923912268,0.0789448085422839,4857.37290390734,-0.290338748182495,0.0541789975069139,-5.35888003733263,8.37394328059463e-8,8.05253163408945e-7
210,ACTR3,2999.78589598593,-0.317696978597525,0.0718678614476619,-4.42057092277456,9.844046934053e-6,7.22763546592042e-5,2999.78589598593,-0.313098465396865,0.0728250601294686,-4.29932312915689,1.71320536306721e-5,1.3212812434487e-4,2999.78589598593,-0.45430811812116,0.0723978117158628,-6.27516367351223,3.4926668348047903e-10,4.86616798994074e-9
233,ADAM10,2975.25476651775,-0.295708989724444,0.0562920893268191,-5.25311803595749,1.49545627982799e-7,1.58708696461018e-6,2975.25476651775,-0.39682396267893,0.0568183276628041,-6.9840838159464,2.86720859400488e-12,7.397706474531929e-11,2975.25476651775,-0.279726052407036,0.0560381845660801,-4.99170439893861,5.98488020485219e-7,4.9621891368802e-6
235,ADAM12,26.6902191424628,-2.67013135009202,0.61346225588494,-4.35256012000325,1.34556956567268e-5,9.53938002611102e-5,26.6902191424628,-2.08619673247355,0.494736323721144,-4.21678504780544,2.47809984990612e-5,1.8352643146413e-4,26.6902191424628,-4.87609563594891,0.503256931045663,-9.68907795431132,3.35544139223696e-22,1.62127324609637e-20
336,ADPRHL1,77.267231879175,-0.922757968518476,0.214307496819266,-4.30576616410518,1.66408769155919e-5,1.1513172487907e-4,77.267231879175,-0.508449729346788,0.192069567216143,-2.64721650970667,0.00811573740961395,0.0290165198947568,77.267231879175,-1.15897354405826,0.328573000877482,-3.52729390717778,4.1983045597279e-4,0.00192380613287041
344,ADRM1,1300.18901312835,-0.398891556371433,0.0959952767449048,-4.15532482323517,3.24825737203585e-5,2.0713850998441e-4,1300.18901312835,-0.355047735572597,0.096151405121225,-3.69259019277942,2.2198157589481e-4,0.00130596101090853,1300.18901312835,-0.267842776253285,0.0949993147604503,-2.81941798136835,0.00481108244236501,0.0164866098865655
355,AFAP1L2,159.553317684757,-1.543461758236,0.200825617176331,-7.68558204843356,1.52302960116612e-14,4.67890725368772e-13,159.553317684757,-5.453003850125,1.21134430264141,-4.50161348696187,6.74395395361486e-6,5.66799212318699e-5,159.553317684757,-3.51642115755405,0.474697875944975,-7.40770358526243,1.28505124153417e-13,2.78858962446636e-12
386,AGFG2,740.765920903588,-0.638481313945853,0.0877511367319273,-7.27604607443847,3.43746228686075e-13,8.88548034282065e-12,740.765920903588,-0.907149265900727,0.085702290854814,-10.5848893518786,3.50194255553431e-26,3.59482830460089e-24,740.765920903588,-1.55516935933843,0.0798581268316586,-19.4741527386027,1.8190897812525998e-84,1.55152540168836e-81
